id,ocid,year,month,method,internal_type,region,locality,buyer,suppliers,amount,budget,date,title,description
2199822,ocds-5wno2w-CE-20230002323810-84474,2023,1,direct,Catálogo electrónico - Compra directa,MORONA SANTIAGO,MORONA,CENTRO CLINICO QUIRURGICO AMBULATORIO (HOSPITAL DEL DIA) - MACAS,OFTALVIS S.A.,2244.000000,2244,2023-01-24T00:00:00-05:00,Orden de compra CE-20230002323810,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x cartucho(s) / pluma(s)"
2198742,ocds-5wno2w-CE-20230002323436-818925,2023,1,direct,Catálogo electrónico - Compra directa,GUAYAS,GUAYAQUIL,HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS,OFTALVIS S.A.,37908.000000,37908,2023-01-23T00:00:00-05:00,Orden de compra CE-20230002323436,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x vial(es) x 10 mL"
2205481,ocds-5wno2w-CE-20230002326659-818925,2023,1,direct,Catálogo electrónico - Compra directa,GUAYAS,GUAYAQUIL,HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS,OFTALVIS S.A.,12454.200000,12454.2,2023-01-31T00:00:00-05:00,Orden de compra CE-20230002326659,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x cartucho(s) / pluma(s)"
2204331,ocds-5wno2w-CE-20230002325864-74622,2023,1,direct,Catálogo electrónico - Compra directa,MANABI,MANTA,HOSPITAL GENERAL MANTA,OFTALVIS S.A.,12012.000000,12012,2023-01-30T00:00:00-05:00,Orden de compra CE-20230002325864,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x vial(es) x 10 mL"
2204141,ocds-5wno2w-CE-20230002325569-2708,2023,1,direct,Catálogo electrónico - Compra directa,LOJA,LOJA,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA CENTRAL LOJA,OFTALVIS S.A.,7076.080000,7076.08,2023-01-30T00:00:00-05:00,Orden de compra CE-20230002325569,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x cartucho(s) / pluma(s)"
2204142,ocds-5wno2w-CE-20230002325570-2708,2023,1,direct,Catálogo electrónico - Compra directa,LOJA,LOJA,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA CENTRAL LOJA,OFTALVIS S.A.,12729.600000,12729.6,2023-01-30T00:00:00-05:00,Orden de compra CE-20230002325570,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x vial(es) x 10 mL"
2215209,ocds-5wno2w-CE-20230002334519-82169,2023,2,direct,Catálogo electrónico - Compra directa,LOJA,LOJA,HOSPITAL GENERAL MANUEL YGNACIO MONTEROS,OFTALVIS S.A.,17952.000000,17952,2023-02-13T00:00:00-05:00,Orden de compra CE-20230002334519,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x cartucho(s) / pluma(s)"
2211513,ocds-5wno2w-CE-20230002331145-51587,2023,2,direct,Catálogo electrónico - Compra directa,PICHINCHA,RUMIÑAHUI,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI,OFTALVIS S.A.,6732.000000,6732,2023-02-08T00:00:00-05:00,Orden de compra CE-20230002331145,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x cartucho(s) / pluma(s)"
2212991,ocds-5wno2w-CE-20230002332410-89917,2023,2,direct,Catálogo electrónico - Compra directa,MANABI,CHONE,IESS HOSPITAL DE CHONE,OFTALVIS S.A.,3744.000000,3744,2023-02-09T00:00:00-05:00,Orden de compra CE-20230002332410,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x vial(es) x 10 mL"
2209034,ocds-5wno2w-CE-20230002329040-427936,2023,2,direct,Catálogo electrónico - Compra directa,GUAYAS,MILAGRO,MINISTERIO DE SALUD PUBLICA - COORDINACION ZONAL 5,OFTALVIS S.A.,85272.000000,85272,2023-02-03T00:00:00-05:00,Orden de compra CE-20230002329040,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x cartucho(s) / pluma(s)"
2212991,ocds-5wno2w-CE-20230002332410-89917,2023,2,direct,Catálogo electrónico - Compra directa,MANABI,CHONE,IESS HOSPITAL DE CHONE,OFTALVIS S.A.,3744.000000,3744,2023-02-09T00:00:00-05:00,Orden de compra CE-20230002332410,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x vial(es) x 10 mL"
2217661,ocds-5wno2w-CE-20230002336327-2825,2023,2,direct,Catálogo electrónico - Compra directa,IMBABURA,OTAVALO,CENTRO DE ESPECIALIDADES OTAVALO,OFTALVIS S.A.,10920.000000,10920,2023-02-15T00:00:00-05:00,Orden de compra CE-20230002336327,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x vial(es) x 10 mL"
2216791,ocds-5wno2w-CE-20230002335908-479937,2023,2,direct,Catálogo electrónico - Compra directa,MANABI,PORTOVIEJO,COORDINACIÓN ZONAL 4-SALUD,OFTALVIS S.A.,21692.000000,21692,2023-02-14T00:00:00-05:00,Orden de compra CE-20230002335908,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x cartucho(s) / pluma(s)"
2217794,ocds-5wno2w-CE-20230002336744-80269,2023,2,direct,Catálogo electrónico - Compra directa,MANABI,JIPIJAPA,CENTRO CLINICO QUIRURGICO AMBULATORIO (HOSPITAL DEL DIA)-JIPIJAPA,OFTALVIS S.A.,19032.000000,19032,2023-02-15T00:00:00-05:00,Orden de compra CE-20230002336744,"Orden de compra para adquirir los siguientes productos:  Insulina glargina, Líquido parenteral, 100 UI/mL, Caja x vial(es) x 10 mL"
