id,ocid,year,month,method,internal_type,region,locality,buyer,suppliers,amount,budget,date,title,description
1289250,ocds-5wno2w-CE-20150000091795-54538,2015,1,direct,Catálogo electrónico - Compra directa,ORELLANA,FRANCISCO DE ORELLANA,HOSPITAL FRANCISCO DE ORELLANA,LETERAGO DEL ECUADOR S.A,608.000000,608,2015-01-05T00:00:00-05:00,Orden de compra CE-20150000091795,Orden de compra para adquirir los siguientes productos:  Insulina de acción intermedia (NPH)
1290164,ocds-5wno2w-CE-20150000092900-19749,2015,1,direct,Catálogo electrónico - Compra directa,SANTA ELENA,SALINAS,DIRECCION DISTRITAL 24D02-LA LIBERTAD-SALINAS-SALUD,COMERCIOSA S.A.,450.000000,450,2015-01-15T00:00:00-05:00,Orden de compra CE-20150000092900,Orden de compra para adquirir los siguientes productos:  Insulina de acción rápida
1291282,ocds-5wno2w-CE-20150000094325-2443,2015,1,direct,Catálogo electrónico - Compra directa,MANABI,PORTOVIEJO,HOSPITAL PROVINCIAL DR VERDI CEVALLOS PORTOVIEJO (MANABI),COMERCIOSA S.A.,315.000000,315,2015-01-19T00:00:00-05:00,Orden de compra CE-20150000094325,Orden de compra para adquirir los siguientes productos:  Insulina de acción rápida
1290047,ocds-5wno2w-CE-20150000092781-23237,2015,1,direct,Catálogo electrónico - Compra directa,AZUAY,CUENCA,DIRECCION DISTRITAL 01D01 PARROQUIAS URBANAS: MACHANGARA A BELLAVISTA Y PARROQUIAS RURALES: NULTI A SAYAUSI - SALUD,LETERAGO DEL ECUADOR S.A,1824.000000,1824,2015-01-15T00:00:00-05:00,Orden de compra CE-20150000092781,Orden de compra para adquirir los siguientes productos:  Insulina de acción intermedia (NPH)
1290228,ocds-5wno2w-CE-20150000092964-19749,2015,1,direct,Catálogo electrónico - Compra directa,SANTA ELENA,SALINAS,DIRECCION DISTRITAL 24D02-LA LIBERTAD-SALINAS-SALUD,LETERAGO DEL ECUADOR S.A,1520.000000,1520,2015-01-15T00:00:00-05:00,Orden de compra CE-20150000092964,Orden de compra para adquirir los siguientes productos:  Insulina de acción intermedia (NPH)
1291089,ocds-5wno2w-CE-20150000094053-17885,2015,1,direct,Catálogo electrónico - Compra directa,AZUAY,CUENCA,DIRECCION DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIAN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD,COMERCIOSA S.A.,45.000000,45,2015-01-19T00:00:00-05:00,Orden de compra CE-20150000094053,Orden de compra para adquirir los siguientes productos:  Insulina de acción rápida
1291657,ocds-5wno2w-CE-20150000094821-129945,2015,1,direct,Catálogo electrónico - Compra directa,GUAYAS,GUAYAQUIL,DIRECCION DISTRITAL 09D03 - GARCIA MORENO A ROCA - SALUD,LETERAGO DEL ECUADOR S.A,304.000000,304,2015-01-20T00:00:00-05:00,Orden de compra CE-20150000094821,Orden de compra para adquirir los siguientes productos:  Insulina de acción intermedia (NPH)
1291354,ocds-5wno2w-CE-20150000094397-2443,2015,1,direct,Catálogo electrónico - Compra directa,MANABI,PORTOVIEJO,HOSPITAL PROVINCIAL DR VERDI CEVALLOS PORTOVIEJO (MANABI),LETERAGO DEL ECUADOR S.A,1216.000000,1216,2015-01-19T00:00:00-05:00,Orden de compra CE-20150000094397,Orden de compra para adquirir los siguientes productos:  Insulina de acción intermedia (NPH)
1291117,ocds-5wno2w-CE-20150000094082-17885,2015,1,direct,Catálogo electrónico - Compra directa,AZUAY,CUENCA,DIRECCION DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIAN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD,LETERAGO DEL ECUADOR S.A,401.280000,401.28,2015-01-19T00:00:00-05:00,Orden de compra CE-20150000094082,Orden de compra para adquirir los siguientes productos:  Insulina de acción intermedia (NPH)
1291951,ocds-5wno2w-CE-20150000095165-71391,2015,1,direct,Catálogo electrónico - Compra directa,ESMERALDAS,ESMERALDAS,IESS HOSPITAL DE ESMERALDAS,LETERAGO DEL ECUADOR S.A,3398.720000,3398.72,2015-01-20T00:00:00-05:00,Orden de compra CE-20150000095165,Orden de compra para adquirir los siguientes productos:  Insulina de acción intermedia (NPH)
1291657,ocds-5wno2w-CE-20150000094821-129945,2015,1,direct,Catálogo electrónico - Compra directa,GUAYAS,GUAYAQUIL,DIRECCION DISTRITAL 09D03 - GARCIA MORENO A ROCA - SALUD,LETERAGO DEL ECUADOR S.A,304.000000,304,2015-01-20T00:00:00-05:00,Orden de compra CE-20150000094821,Orden de compra para adquirir los siguientes productos:  Insulina de acción intermedia (NPH)
1291639,ocds-5wno2w-CE-20150000094803-129945,2015,1,direct,Catálogo electrónico - Compra directa,GUAYAS,GUAYAQUIL,DIRECCION DISTRITAL 09D03 - GARCIA MORENO A ROCA - SALUD,COMERCIOSA S.A.,36.000000,36,2015-01-20T00:00:00-05:00,Orden de compra CE-20150000094803,Orden de compra para adquirir los siguientes productos:  Insulina de acción rápida
1291117,ocds-5wno2w-CE-20150000094082-17885,2015,1,direct,Catálogo electrónico - Compra directa,AZUAY,CUENCA,DIRECCION DISTRITAL 01D02 - PARROQUIAS URBANAS: SAN SEBASTIAN A MONAY Y PARROQUIAS RURALES: BAÑOS A SANTA ANA - SALUD,LETERAGO DEL ECUADOR S.A,401.280000,401.28,2015-01-19T00:00:00-05:00,Orden de compra CE-20150000094082,Orden de compra para adquirir los siguientes productos:  Insulina de acción intermedia (NPH)
1291914,ocds-5wno2w-CE-20150000095128-71391,2015,1,direct,Catálogo electrónico - Compra directa,ESMERALDAS,ESMERALDAS,IESS HOSPITAL DE ESMERALDAS,COMERCIOSA S.A.,576.000000,576,2015-01-20T00:00:00-05:00,Orden de compra CE-20150000095128,Orden de compra para adquirir los siguientes productos:  Insulina de acción rápida
