,,,,,,,,,,,
,,,,,,,,,,,
,Tabla N°:,1.2 ,,,,,,,,,
,Nombre de la tabla:,"Población en viviendas particulares por condición de pobreza por NBI y sexo al nacer, según provincia, cantón, parroquia y área de residencia",,,,,,,,,
,Fuente:,VIII Censo de Población y VII de Vivienda ,,,,,,,,,
,Elaboración:,Instituto Nacional de Estadística y Censos (INEC) - Componente de Metodología y Análisis – CPV 2022 ,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Índice,"Provincia, cantón, parroquia y área de residencia",,,Número total de personas en viviendas particulares,Número total de personas en viviendas particulares,Condición de Pobreza por Necesidades Básicas Insatisfechas NBI,,,,,
,,,,,,No pobres,,"Total
No pobres",Pobres,,"Total
Pobres"
,,,,,,Sexo al nacer,,,Sexo al nacer,,
,,,,,,Hombres,Mujeres,,Hombres,Mujeres,
,,,,,,,,,,,
,Manabí,Jipijapa,El Anegado,Rural,"7,019",31,28,59,"3,677","3,283","6,960"
,Manabí,Jipijapa,Julcuy,Total Julcuy,"1,816",2,2,4,940,872,"1,812"
,Manabí,Jipijapa,Julcuy,Rural,"1,816",2,2,4,940,872,"1,812"
,Manabí,Jipijapa,La Unión,Total La Unión,"1,747",24,30,54,891,802,"1,693"
,Manabí,Jipijapa,La Unión,Rural,"1,747",24,30,54,891,802,"1,693"
,Manabí,Jipijapa,Membrillal,Total Membrillal,955,19,16,35,501,419,920
,Manabí,Jipijapa,Membrillal,Rural,955,19,16,35,501,419,920
,Manabí,Jipijapa,Pedro Pablo Gómez,Total Pedro Pablo Gómez,"4,067",260,270,530,"1,891","1,646","3,537"
,Manabí,Jipijapa,Pedro Pablo Gómez,Rural,"4,067",260,270,530,"1,891","1,646","3,537"
,Manabí,Jipijapa,Puerto Cayo,Total Puerto Cayo,"4,455",437,411,848,"1,884","1,723","3,607"
,Manabí,Jipijapa,Puerto Cayo,Rural,"4,455",437,411,848,"1,884","1,723","3,607"
,Manabí,Junín,Total Junín,Total Junín,"22,323","2,684","2,803","5,487","8,579","8,257","16,836"
,Manabí,Junín,Total Junín,Urbana,"7,332","1,926","2,028","3,954","1,641","1,737","3,378"
,Manabí,Junín,Total Junín,Rural,"14,991",758,775,"1,533","6,938","6,520","13,458"
,Manabí,Junín,Junín,Total Junín,"22,323","2,684","2,803","5,487","8,579","8,257","16,836"
,Manabí,Junín,Junín,Urbana,"7,332","1,926","2,028","3,954","1,641","1,737","3,378"
,Manabí,Junín,Junín,Rural,"14,991",758,775,"1,533","6,938","6,520","13,458"
,Manabí,Manta,Total Manta,Total Manta,"270,960","88,784","94,354","183,138","42,659","45,163","87,822"
,Manabí,Manta,Total Manta,Urbana,"258,518","87,741","93,327","181,068","37,466","39,984","77,450"
,Manabí,Manta,Total Manta,Rural,"12,442","1,043","1,027","2,070","5,193","5,179","10,372"
,Manabí,Manta,Manta,Total Manta,"261,692","88,170","93,761","181,931","38,594","41,167","79,761"
,Manabí,Manta,Manta,Urbana,"258,518","87,741","93,327","181,068","37,466","39,984","77,450"
,Manabí,Manta,Manta,Rural,"3,174",429,434,863,"1,128","1,183","2,311"
,Manabí,Manta,San Lorenzo,Total San Lorenzo,"5,438",317,311,628,"2,421","2,389","4,810"
,Manabí,Manta,San Lorenzo,Rural,"5,438",317,311,628,"2,421","2,389","4,810"
,Manabí,Manta,Santa Marianita,Total Santa Marianita,"3,830",297,282,579,"1,644","1,607","3,251"
,Manabí,Manta,Santa Marianita,Rural,"3,830",297,282,579,"1,644","1,607","3,251"
,Manabí,Montecristi,Total Montecristi,Total Montecristi,"99,910","10,297","10,886","21,183","38,566","40,161","78,727"
,Manabí,Montecristi,Total Montecristi,Urbana,"71,049","9,521","10,083","19,604","24,750","26,695","51,445"
,Manabí,Montecristi,Total Montecristi,Rural,"28,861",776,803,"1,579","13,816","13,466","27,282"
,Manabí,Montecristi,Montecristi,Total Montecristi,"96,831","10,276","10,872","21,148","36,985","38,698","75,683"
,Manabí,Montecristi,Montecristi,Urbana,"71,049","9,521","10,083","19,604","24,750","26,695","51,445"
,Manabí,Montecristi,Montecristi,Rural,"25,782",755,789,"1,544","12,235","12,003","24,238"
,Manabí,Montecristi,La Pila,Total La Pila,"3,079",21,14,35,"1,581","1,463","3,044"
,Manabí,Montecristi,La Pila,Rural,"3,079",21,14,35,"1,581","1,463","3,044"
,Manabí,Paján,Total Paján,Total Paján,"41,876","2,242","2,385","4,627","19,373","17,876","37,249"
,Manabí,Paján,Total Paján,Urbana,"7,686","1,685","1,784","3,469","2,059","2,158","4,217"
,Manabí,Paján,Total Paján,Rural,"34,190",557,601,"1,158","17,314","15,718","33,032"
,Manabí,Paján,Paján,Total Paján,"14,312","1,839","1,963","3,802","5,322","5,188","10,510"
,Manabí,Paján,Paján,Urbana,"7,686","1,685","1,784","3,469","2,059","2,158","4,217"
,Manabí,Paján,Paján,Rural,"6,626",154,179,333,"3,263","3,030","6,293"
,Manabí,Paján,Campozano,Total Campozano,"8,734",32,37,69,"4,527","4,138","8,665"
,Manabí,Paján,Campozano,Rural,"8,734",32,37,69,"4,527","4,138","8,665"
,Manabí,Paján,Cascol,Total Cascol,"8,764",308,309,617,"4,308","3,839","8,147"
,Manabí,Paján,Cascol,Rural,"8,764",308,309,617,"4,308","3,839","8,147"
,Manabí,Paján,Guale,Total Guale,"4,726",51,46,97,"2,442","2,187","4,629"
,Manabí,Paján,Guale,Rural,"4,726",51,46,97,"2,442","2,187","4,629"
,Manabí,Paján,Lascano,Total Lascano,"5,340",12,30,42,"2,774","2,524","5,298"
,Manabí,Paján,Lascano,Rural,"5,340",12,30,42,"2,774","2,524","5,298"
,Manabí,Pichincha,Total Pichincha,Total Pichincha,"30,380","2,045","2,167","4,212","13,409","12,759","26,168"
,Manabí,Pichincha,Total Pichincha,Urbana,"4,406","1,406","1,492","2,898",730,778,"1,508"
,Manabí,Pichincha,Total Pichincha,Rural,"25,974",639,675,"1,314","12,679","11,981","24,660"
,Manabí,Pichincha,Pichincha,Total Pichincha,"17,293","1,811","1,911","3,722","6,924","6,647","13,571"
,Manabí,Pichincha,Pichincha,Urbana,"4,406","1,406","1,492","2,898",730,778,"1,508"
,Manabí,Pichincha,Pichincha,Rural,"12,887",405,419,824,"6,194","5,869","12,063"
,Manabí,Pichincha,Barraganete,Total Barraganete,"8,300",120,130,250,"4,171","3,879","8,050"
,Manabí,Pichincha,Barraganete,Rural,"8,300",120,130,250,"4,171","3,879","8,050"
,Manabí,Pichincha,San Sebastián,Total San Sebastián,"4,787",114,126,240,"2,314","2,233","4,547"
,Manabí,Pichincha,San Sebastián,Rural,"4,787",114,126,240,"2,314","2,233","4,547"
,Manabí,Rocafuerte,Total Rocafuerte,Total Rocafuerte,"42,684","10,156","10,399","20,555","11,187","10,942","22,129"
,Manabí,Rocafuerte,Total Rocafuerte,Urbana,"11,845","4,513","4,801","9,314","1,267","1,264","2,531"
,Manabí,Rocafuerte,Total Rocafuerte,Rural,"30,839","5,643","5,598","11,241","9,920","9,678","19,598"
,Manabí,Rocafuerte,Rocafuerte,Total Rocafuerte,"42,684","10,156","10,399","20,555","11,187","10,942","22,129"
,Manabí,Rocafuerte,Rocafuerte,Urbana,"11,845","4,513","4,801","9,314","1,267","1,264","2,531"
,Manabí,Rocafuerte,Rocafuerte,Rural,"30,839","5,643","5,598","11,241","9,920","9,678","19,598"
,Manabí,Santa Ana,Total Santa Ana,Total Santa Ana,"51,433","6,819","7,188","14,007","19,120","18,306","37,426"
,Manabí,Santa Ana,Total Santa Ana,Urbana,"11,915","4,052","4,318","8,370","1,746","1,799","3,545"
,Manabí,Santa Ana,Total Santa Ana,Rural,"39,518","2,767","2,870","5,637","17,374","16,507","33,881"
,Manabí,Santa Ana,Santa Ana de Vuelta Larga,Total Santa Ana de Vuelta Larga,"24,500","4,894","5,186","10,080","7,308","7,112","14,420"
,Manabí,Santa Ana,Santa Ana de Vuelta Larga,Urbana,"11,915","4,052","4,318","8,370","1,746","1,799","3,545"
,Manabí,Santa Ana,Santa Ana de Vuelta Larga,Rural,"12,585",842,868,"1,710","5,562","5,313","10,875"
,Manabí,Santa Ana,Ayacucho,Total Ayacucho,"7,933","1,471","1,539","3,010","2,477","2,446","4,923"
,Manabí,Santa Ana,Ayacucho,Rural,"7,933","1,471","1,539","3,010","2,477","2,446","4,923"
,Manabí,Santa Ana,Honorato Vásquez,Total Honorato Vásquez,"5,794",374,382,756,"2,557","2,481","5,038"
,Manabí,Santa Ana,Honorato Vásquez,Rural,"5,794",374,382,756,"2,557","2,481","5,038"
,Manabí,Santa Ana,La Unión,Total La Unión,"7,200",2,3,5,"3,755","3,440","7,195"
,Manabí,Santa Ana,La Unión,Rural,"7,200",2,3,5,"3,755","3,440","7,195"
,Manabí,Santa Ana,San Pablo,Total San Pablo,"6,006",78,78,156,"3,023","2,827","5,850"
,Manabí,Santa Ana,San Pablo,Rural,"6,006",78,78,156,"3,023","2,827","5,850"
,Manabí,Sucre,Total Sucre,Total Sucre,"62,414","10,342","10,899","21,241","20,664","20,509","41,173"
,Manabí,Sucre,Total Sucre,Urbana,"21,873","6,621","7,025","13,646","4,042","4,185","8,227"
,Manabí,Sucre,Total Sucre,Rural,"40,541","3,721","3,874","7,595","16,622","16,324","32,946"
,Manabí,Sucre,Bahia de Caráquez,Total Bahia de Caráquez,"26,948","7,257","7,676","14,933","5,989","6,026","12,015"
,Manabí,Sucre,Bahia de Caráquez,Urbana,"21,873","6,621","7,025","13,646","4,042","4,185","8,227"
,Manabí,Sucre,Bahia de Caráquez,Rural,"5,075",636,651,"1,287","1,947","1,841","3,788"
,Manabí,Sucre,Charapotó,Total Charapotó,"23,270","1,772","1,839","3,611","9,912","9,747","19,659"
,Manabí,Sucre,Charapotó,Rural,"23,270","1,772","1,839","3,611","9,912","9,747","19,659"
,Manabí,Sucre,San Isidro,Total San Isidro,"12,196","1,313","1,384","2,697","4,763","4,736","9,499"
,Manabí,Sucre,San Isidro,Rural,"12,196","1,313","1,384","2,697","4,763","4,736","9,499"
,Manabí,Tosagua,Total Tosagua,Total Tosagua,"42,850","7,778","8,189","15,967","13,603","13,280","26,883"
,Manabí,Tosagua,Total Tosagua,Urbana,"11,317","3,899","4,247","8,146","1,548","1,623","3,171"
,Manabí,Tosagua,Total Tosagua,Rural,"31,533","3,879","3,942","7,821","12,055","11,657","23,712"
,Manabí,Tosagua,Tosagua,Total Tosagua,"31,306","6,063","6,462","12,525","9,500","9,281","18,781"
,Manabí,Tosagua,Tosagua,Urbana,"11,317","3,899","4,247","8,146","1,548","1,623","3,171"
,Manabí,Tosagua,Tosagua,Rural,"19,989","2,164","2,215","4,379","7,952","7,658","15,610"
,Manabí,Tosagua,Bachillero,Total Bachillero,"4,438",574,611,"1,185","1,616","1,637","3,253"
,Manabí,Tosagua,Bachillero,Rural,"4,438",574,611,"1,185","1,616","1,637","3,253"
,Manabí,Tosagua,Ángel Pedro Giler,Total Ángel Pedro Giler,"7,106","1,141","1,116","2,257","2,487","2,362","4,849"
,Manabí,Tosagua,Ángel Pedro Giler,Rural,"7,106","1,141","1,116","2,257","2,487","2,362","4,849"
,Manabí,24 de Mayo,Total 24 de Mayo,Total 24 de Mayo,"31,454","2,223","2,380","4,603","13,802","13,049","26,851"
,Manabí,24 de Mayo,Total 24 de Mayo,Urbana,"6,602","1,663","1,776","3,439","1,567","1,596","3,163"
,Manabí,24 de Mayo,Total 24 de Mayo,Rural,"24,852",560,604,"1,164","12,235","11,453","23,688"
,Manabí,24 de Mayo,Sucre,Total Sucre,"15,640","1,931","2,060","3,991","5,940","5,709","11,649"
,Manabí,24 de Mayo,Sucre,Urbana,"6,602","1,663","1,776","3,439","1,567","1,596","3,163"
,Manabí,24 de Mayo,Sucre,Rural,"9,038",268,284,552,"4,373","4,113","8,486"
,Manabí,24 de Mayo,Bellavista,Total Bellavista,"5,687",253,273,526,"2,599","2,562","5,161"
,Manabí,24 de Mayo,Bellavista,Rural,"5,687",253,273,526,"2,599","2,562","5,161"
,Manabí,24 de Mayo,Noboa,Total Noboa,"7,063",39,45,84,"3,661","3,318","6,979"
,Manabí,24 de Mayo,Noboa,Rural,"7,063",39,45,84,"3,661","3,318","6,979"
,Manabí,24 de Mayo,Arquitecto Sixto Durán Ballén,Total Arquitecto Sixto Durán Ballén,"3,064",,2,2,"1,602","1,460","3,062"
,Manabí,24 de Mayo,Arquitecto Sixto Durán Ballén,Rural,"3,064",,2,2,"1,602","1,460","3,062"
,Manabí,Pedernales,Total Pedernales,Total Pedernales,"70,334","7,062","7,520","14,582","28,178","27,574","55,752"
,Manabí,Pedernales,Total Pedernales,Urbana,"27,032","5,319","5,815","11,134","7,717","8,181","15,898"
,Manabí,Pedernales,Total Pedernales,Rural,"43,302","1,743","1,705","3,448","20,461","19,393","39,854"
,Manabí,Pedernales,Pedernales,Total Pedernales,"43,002","5,857","6,382","12,239","15,415","15,348","30,763"
,Manabí,Pedernales,Pedernales,Urbana,"27,032","5,319","5,815","11,134","7,717","8,181","15,898"
,Manabí,Pedernales,Pedernales,Rural,"15,970",538,567,"1,105","7,698","7,167","14,865"
,Manabí,Pedernales,Cojimíes,Total Cojimíes,"18,642","1,013",933,"1,946","8,649","8,047","16,696"
,Manabí,Pedernales,Cojimíes,Rural,"18,642","1,013",933,"1,946","8,649","8,047","16,696"
,Manabí,Pedernales,Diez de Agosto,Total Diez de Agosto,"6,135",97,112,209,"2,926","3,000","5,926"
,Manabí,Pedernales,Diez de Agosto,Rural,"6,135",97,112,209,"2,926","3,000","5,926"
,Manabí,Pedernales,Atahualpa,Total Atahualpa,"2,555",95,93,188,"1,188","1,179","2,367"
,Manabí,Pedernales,Atahualpa,Rural,"2,555",95,93,188,"1,188","1,179","2,367"
,Manabí,Olmedo,Total Olmedo,Total Olmedo,"10,085",310,335,645,"4,815","4,625","9,440"
,Manabí,Olmedo,Total Olmedo,Urbana,"2,679",300,328,628,991,"1,060","2,051"
,Manabí,Olmedo,Total Olmedo,Rural,"7,406",10,7,17,"3,824","3,565","7,389"
,Manabí,Olmedo,Olmedo,Total Olmedo,"10,085",310,335,645,"4,815","4,625","9,440"
,Manabí,Olmedo,Olmedo,Urbana,"2,679",300,328,628,991,"1,060","2,051"
,Manabí,Olmedo,Olmedo,Rural,"7,406",10,7,17,"3,824","3,565","7,389"
,Manabí,Puerto López,Total Puerto López,Total Puerto López,"25,536","3,490","3,406","6,896","9,450","9,190","18,640"
,Manabí,Puerto López,Total Puerto López,Urbana,"12,521","1,680","1,587","3,267","4,670","4,584","9,254"
,Manabí,Puerto López,Total Puerto López,Rural,"13,015","1,810","1,819","3,629","4,780","4,606","9,386"
,Manabí,Puerto López,Puerto López,Total Puerto López,"13,411","1,688","1,598","3,286","5,115","5,010","10,125"
,Manabí,Puerto López,Puerto López,Urbana,"12,521","1,680","1,587","3,267","4,670","4,584","9,254"
,Manabí,Puerto López,Puerto López,Rural,890,8,11,19,445,426,871
,Manabí,Puerto López,Machalilla,Total Machalilla,"6,301",834,864,"1,698","2,355","2,248","4,603"
,Manabí,Puerto López,Machalilla,Rural,"6,301",834,864,"1,698","2,355","2,248","4,603"
,Manabí,Puerto López,Salango,Total Salango,"5,824",968,944,"1,912","1,980","1,932","3,912"
,Manabí,Puerto López,Salango,Rural,"5,824",968,944,"1,912","1,980","1,932","3,912"
,Manabí,Jama,Total Jama,Total Jama,"16,568","2,700","2,714","5,414","5,669","5,485","11,154"
,Manabí,Jama,Total Jama,Urbana,"5,252","1,600","1,643","3,243","1,000","1,009","2,009"
,Manabí,Jama,Total Jama,Rural,"11,316","1,100","1,071","2,171","4,669","4,476","9,145"
,Manabí,Jama,Jama,Total Jama,"16,568","2,700","2,714","5,414","5,669","5,485","11,154"
,Manabí,Jama,Jama,Urbana,"5,252","1,600","1,643","3,243","1,000","1,009","2,009"
,Manabí,Jama,Jama,Rural,"11,316","1,100","1,071","2,171","4,669","4,476","9,145"
,Manabí,Jaramijó,Total Jaramijó,Total Jaramijó,"29,754","6,542","6,536","13,078","8,327","8,349","16,676"
,Manabí,Jaramijó,Total Jaramijó,Urbana,"28,392","6,243","6,269","12,512","7,914","7,966","15,880"
,Manabí,Jaramijó,Total Jaramijó,Rural,"1,362",299,267,566,413,383,796
,Manabí,Jaramijó,Jaramijó,Total Jaramijó,"29,754","6,542","6,536","13,078","8,327","8,349","16,676"
,Manabí,Jaramijó,Jaramijó,Urbana,"28,392","6,243","6,269","12,512","7,914","7,966","15,880"
,Manabí,Jaramijó,Jaramijó,Rural,"1,362",299,267,566,413,383,796
,Manabí,San Vicente,Total San Vicente,Total San Vicente,"24,900","2,987","3,287","6,274","9,290","9,336","18,626"
,Manabí,San Vicente,Total San Vicente,Urbana,"10,389","2,412","2,655","5,067","2,548","2,774","5,322"
,Manabí,San Vicente,Total San Vicente,Rural,"14,511",575,632,"1,207","6,742","6,562","13,304"
,Manabí,San Vicente,San Vicente,Total San Vicente,"16,849","2,810","3,113","5,923","5,366","5,560","10,926"
,Manabí,San Vicente,San Vicente,Urbana,"10,389","2,412","2,655","5,067","2,548","2,774","5,322"
,Manabí,San Vicente,San Vicente,Rural,"6,460",398,458,856,"2,818","2,786","5,604"
,Manabí,San Vicente,Canoa,Total Canoa,"8,051",177,174,351,"3,924","3,776","7,700"
,Manabí,San Vicente,Canoa,Rural,"8,051",177,174,351,"3,924","3,776","7,700"
,Morona Santiago,Total Morona Santiago,Total Morona Santiago,Total Morona Santiago,"191,813","31,791","34,561","66,352","62,540","62,921","125,461"
,Morona Santiago,Total Morona Santiago,Total Morona Santiago,Urbana,"62,339","22,234","24,359","46,593","7,592","8,154","15,746"
,Morona Santiago,Total Morona Santiago,Total Morona Santiago,Rural,"129,474","9,557","10,202","19,759","54,948","54,767","109,715"
,Morona Santiago,Morona,Total Morona,Total Morona,"54,484","12,203","13,277","25,480","14,262","14,742","29,004"
,Morona Santiago,Morona,Total Morona,Urbana,"21,970","8,320","9,006","17,326","2,221","2,423","4,644"
,Morona Santiago,Morona,Total Morona,Rural,"32,514","3,883","4,271","8,154","12,041","12,319","24,360"
,Morona Santiago,Morona,Macas,Total Macas,"22,193","8,338","9,024","17,362","2,318","2,513","4,831"
,Morona Santiago,Morona,Macas,Urbana,"21,970","8,320","9,006","17,326","2,221","2,423","4,644"
,Morona Santiago,Morona,Macas,Rural,223,18,18,36,97,90,187
,Morona Santiago,Morona,Alshi,Total Alshi,399,90,90,180,113,106,219
,Morona Santiago,Morona,Alshi,Rural,399,90,90,180,113,106,219
,Morona Santiago,Morona,General Proaño,Total General Proaño,"4,929","1,412","1,585","2,997",936,996,"1,932"
,Morona Santiago,Morona,General Proaño,Rural,"4,929","1,412","1,585","2,997",936,996,"1,932"
,Morona Santiago,Morona,San Isidro,Total San Isidro,"1,220",321,334,655,285,280,565
,Morona Santiago,Morona,San Isidro,Rural,"1,220",321,334,655,285,280,565
,Morona Santiago,Morona,Sevilla Don Bosco,Total Sevilla Don Bosco,"18,647","1,152","1,257","2,409","8,036","8,202","16,238"
,Morona Santiago,Morona,Sevilla Don Bosco,Rural,"18,647","1,152","1,257","2,409","8,036","8,202","16,238"
,Morona Santiago,Morona,Sinaí,Total Sinaí,"1,022",141,163,304,359,359,718
,Morona Santiago,Morona,Sinaí,Rural,"1,022",141,163,304,359,359,718
,Morona Santiago,Morona,Zuña,Total Zuña,223,36,33,69,68,86,154
,Morona Santiago,Morona,Zuña,Rural,223,36,33,69,68,86,154
,Morona Santiago,Morona,Cuchaentza,Total Cuchaentza,"2,807",41,40,81,"1,358","1,368","2,726"
,Morona Santiago,Morona,Cuchaentza,Rural,"2,807",41,40,81,"1,358","1,368","2,726"
,Morona Santiago,Morona,Río Blanco,Total Río Blanco,"3,044",672,751,"1,423",789,832,"1,621"
,Morona Santiago,Morona,Río Blanco,Rural,"3,044",672,751,"1,423",789,832,"1,621"
,Morona Santiago,Gualaquiza,Total Gualaquiza,Total Gualaquiza,"21,886","4,582","4,949","9,531","6,193","6,162","12,355"
,Morona Santiago,Gualaquiza,Total Gualaquiza,Urbana,"9,157","3,427","3,780","7,207",948,"1,002","1,950"
,Morona Santiago,Gualaquiza,Total Gualaquiza,Rural,"12,729","1,155","1,169","2,324","5,245","5,160","10,405"
,Morona Santiago,Gualaquiza,Gualaquiza,Total Gualaquiza,"12,319","3,763","4,144","7,907","2,198","2,214","4,412"
,Morona Santiago,Gualaquiza,Gualaquiza,Urbana,"9,157","3,427","3,780","7,207",948,"1,002","1,950"
,Morona Santiago,Gualaquiza,Gualaquiza,Rural,"3,162",336,364,700,"1,250","1,212","2,462"
,Morona Santiago,Gualaquiza,Amazonas,Total Amazonas,165,15,15,30,69,66,135
,Morona Santiago,Gualaquiza,Amazonas,Rural,165,15,15,30,69,66,135
,Morona Santiago,Gualaquiza,Bermejos,Total Bermejos,209,54,52,106,61,42,103
,Morona Santiago,Gualaquiza,Bermejos,Rural,209,54,52,106,61,42,103
,Morona Santiago,Gualaquiza,Bomboíza,Total Bomboíza,"6,557",223,242,465,"3,087","3,005","6,092"
,Morona Santiago,Gualaquiza,Bomboíza,Rural,"6,557",223,242,465,"3,087","3,005","6,092"
,Morona Santiago,Gualaquiza,Chigüinda,Total Chigüinda,549,74,71,145,200,204,404
,Morona Santiago,Gualaquiza,Chigüinda,Rural,549,74,71,145,200,204,404
,Morona Santiago,Gualaquiza,El Rosario,Total El Rosario,570,109,115,224,172,174,346
,Morona Santiago,Gualaquiza,El Rosario,Rural,570,109,115,224,172,174,346
,Morona Santiago,Gualaquiza,Nueva Tarqui,Total Nueva Tarqui,663,156,151,307,166,190,356
,Morona Santiago,Gualaquiza,Nueva Tarqui,Rural,663,156,151,307,166,190,356
,Morona Santiago,Gualaquiza,San Miguel de Cuyes,Total San Miguel de Cuyes,125,18,15,33,46,46,92
,Morona Santiago,Gualaquiza,San Miguel de Cuyes,Rural,125,18,15,33,46,46,92
,Morona Santiago,Gualaquiza,El Ideal,Total El Ideal,729,170,144,314,194,221,415
,Morona Santiago,Gualaquiza,El Ideal,Rural,729,170,144,314,194,221,415
,Morona Santiago,Limón Indanza,Total Limón Indanza,Total Limón Indanza,"9,597","1,861","2,073","3,934","2,788","2,875","5,663"
,Morona Santiago,Limón Indanza,Total Limón Indanza,Urbana,"3,982","1,256","1,422","2,678",630,674,"1,304"
,Morona Santiago,Limón Indanza,Total Limón Indanza,Rural,"5,615",605,651,"1,256","2,158","2,201","4,359"
,Morona Santiago,Limón Indanza,Gral. Leonidas Plaza Gutiérrez,Total Gral. Leonidas Plaza Gutiérrez,"4,675","1,367","1,517","2,884",885,906,"1,791"
,Morona Santiago,Limón Indanza,Gral. Leonidas Plaza Gutiérrez,Urbana,"3,982","1,256","1,422","2,678",630,674,"1,304"
,Morona Santiago,Limón Indanza,Gral. Leonidas Plaza Gutiérrez,Rural,693,111,95,206,255,232,487
,Morona Santiago,Limón Indanza,Indanza,Total Indanza,"1,086",277,304,581,253,252,505
,Morona Santiago,Limón Indanza,Indanza,Rural,"1,086",277,304,581,253,252,505
,Morona Santiago,Limón Indanza,San Antonio,Total San Antonio,"1,468",18,18,36,717,715,"1,432"
,Morona Santiago,Limón Indanza,San Antonio,Rural,"1,468",18,18,36,717,715,"1,432"
,Morona Santiago,Limón Indanza,San Miguel de Conchay,Total San Miguel de Conchay,424,42,52,94,166,164,330
,Morona Santiago,Limón Indanza,San Miguel de Conchay,Rural,424,42,52,94,166,164,330
,Morona Santiago,Limón Indanza,Santa Susana de Chiviaza,Total Santa Susana de Chiviaza,818,76,76,152,332,334,666
,Morona Santiago,Limón Indanza,Santa Susana de Chiviaza,Rural,818,76,76,152,332,334,666
,Morona Santiago,Limón Indanza,Yunganza,Total Yunganza,"1,126",81,106,187,435,504,939
,Morona Santiago,Limón Indanza,Yunganza,Rural,"1,126",81,106,187,435,504,939
,Morona Santiago,Palora,Total Palora,Total Palora,"11,871","2,647","2,809","5,456","3,272","3,143","6,415"
,Morona Santiago,Palora,Total Palora,Urbana,"5,741","2,035","2,199","4,234",746,761,"1,507"
,Morona Santiago,Palora,Total Palora,Rural,"6,130",612,610,"1,222","2,526","2,382","4,908"
,Morona Santiago,Palora,Palora,Total Palora,"6,706","2,161","2,313","4,474","1,130","1,102","2,232"
,Morona Santiago,Palora,Palora,Urbana,"5,741","2,035","2,199","4,234",746,761,"1,507"
,Morona Santiago,Palora,Palora,Rural,965,126,114,240,384,341,725
,Morona Santiago,Palora,Arapicos,Total Arapicos,974,65,61,126,444,404,848
,Morona Santiago,Palora,Arapicos,Rural,974,65,61,126,444,404,848
